00LU               20121204                                                                                   
0601LUA0+       20130101003485100000005000 0000086160002471   
0601LUA0+       20130101003490100000005000 0000086330002472   
0601LUA0+       20130101003495100000005000 0000086480002473   
0601LUA0+       20130101003500100000005000 0000086620002473   
0601LUA0+       20130101003505100000005000 0000086790002474   
0601LUA0+       20130101003510100000005000 0000086930002475   
0601LUA0+       20130101003515100000005000 0000087080002476   
0601LUA0+       20130101003520100000005000 0000087250002477   
0601LUA0+       20130101003525100000005000 0000087390002477   
0601LUA0+       20130101003530100000005000 0000087530002478   
0601LUA0+       20130101003535100000005000 0000087710002479   
0601LUA0+       20130101003540100000005000 0000087850002480   
0601LUA0+       20130101003545100000005000 0000088020002481   
0601LUA0+       20130101003550100000005000 0000088160002482   
0601LUA0+       20130101003555100000005000 0000088310002482   
0601LUA0+       20130101003560100000005000 0000088480002484   
0601LUA0+       20130101003565100000005000 0000088620002484   
0601LUA0+       20130101003570100000005000 0000088760002485   
0601LUA0+       20130101003575100000005000 0000088940002486   
0601LUA0+       20130101003580100000005000 0000089080002487   
0601LUA0+       20130101003585100000005000 0000089220002487   
0601LUA0+       20130101003590100000005000 0000089390002488   
0601LUA0+       20130101003595100000005000 0000089540002489   
0601LUA0+       20130101003600100000005000 0000089710002490   
0601LUA0+       20130101003605100000005000 0000089850002491   
0601LUA0+       20130101003610100000005000 0000089990002491   
0601LUA0+       20130101003615100000005000 0000090160002492   
0601LUA0+       20130101003620100000005000 0000090310002493   
0601LUA0+       20130101003625100000005000 0000090450002493   
0601LUA0+       20130101003630100000005000 0000090620002495   
0601LUA0+       20130101003635100000005000 0000090770002495   
0601LUA0+       20130101003640100000005000 0000090910002496   
0601LUA0+       20130101003645100000005000 0000091080002497   
0601LUA0+       20130101003650100000005000 0000091220002497   
0601LUA0+       20130101003655100000005000 0000091370002498   
0601LUA0+       20130101003660100000005000 0000091540002499   
0601LUA0+       20130101003665100000005000 0000091680002500   
0601LUA0+       20130101003670100000005000 0000091850002501   
0601LUA0+       20130101003675100000005000 0000092000002502   
0601LUA0+       20130101003680100000005000 0000092140002502   
0601LUA0+       20130101003685100000005000 0000092310002503   
0601LUA0+       20130101003690100000005000 0000092450002504   
0601LUA0+       20130101003695100000005000 0000092600002504   
0601LUA0+       20130101003700100000005000 0000092770002506   
0601LUA0+       20130101003705100000005000 0000092910002506   
0601LUA0+       20130101003710100000005000 0000093050002506   
0601LUA0+       20130101003715100000005000 0000093220002508   
0601LUA0+       20130101003720100000005000 0000093370002508   
0601LUA0+       20130101003725100000005000 0000093540002509   
0601LUA0+       20130101003730100000005000 0000093680002510   
0601LUA0+       20130101003735100000005000 0000093830002511   
0601LUA0+       20130101003740100000005000 0000094000002512   
0601LUA0+       20130101003745100000005000 0000094140002512   
0601LUA0+       20130101003750100000005000 0000094280002512   
0601LUA0+       20130101003755100000005000 0000094450002514   
0601LUA0+       20130101003760100000005000 0000094600002514   
0601LUA0+       20130101003765100000005000 0000094740002515   
0601LUA0+       20130101003770100000005000 0000094910002516   
0601LUA0+       20130101003775100000005000 0000095060002516   
0601LUA0+       20130101003780100000005000 0000095230002518   
0601LUA0+       20130101003785100000005000 0000095370002518   
0601LUA0+       20130101003790100000005000 0000095510002518   
0601LUA0+       20130101003795100000005000 0000095680002520   
0601LUA0+       20130101003800100000005000 0000095830002520   
0601LUA0+       20130101003805100000005000 0000095970002521   
0601LUA0+       20130101003810100000005000 0000096140002522   
0601LUA0+       20130101003815100000005000 0000096280002522   
0601LUA0+       20130101003820100000005000 0000096430002523   
0601LUA0+       20130101003825100000005000 0000096600002524   
0601LUA0+       20130101003830100000005000 0000096740002524   
0601LUA0+       20130101003835100000005000 0000096890002525   
0601LUA0+       20130101003840100000005000 0000097060002526   
0601LUA0+       20130101003845100000005000 0000097200002526   
0601LUA0+       20130101003850100000005000 0000097370002527   
0601LUA0+       20130101003855100000005000 0000097510002528   
0601LUA0+       20130101003860100000005000 0000097660002528   
0601LUA0+       20130101003865100000005000 0000097830002530   
0601LUA0+       20130101003870100000005000 0000097970002530   
0601LUA0+       20130101003875100000005000 0000098110002530   
0601LUA0+       20130101003880100000005000 0000098290002532   
0601LUA0+       20130101003885100000005000 0000098430002532   
0601LUA0+       20130101003890100000005000 0000098570002532   
0601LUA0+       20130101003895100000005000 0000098740002533   
0601LUA0+       20130101003900100000005000 0000098890002534   
0601LUA0+       20130101003905100000005000 0000099060002535   
0601LUA0+       20130101003910100000005000 0000099200002535   
0601LUA0+       20130101003915100000005000 0000099340002536   
0601LUA0+       20130101003920100000005000 0000099520002537   
0601LUA0+       20130101003925100000005000 0000099660002537   
0601LUA0+       20130101003930100000005000 0000099800002538   
0601LUA0+       20130101003935100000005000 0000099970002539   
0601LUA0+       20130101003940100000005000 0000100120002540   
0601LUA0+       20130101003945100000005000 0000100260002540   
0601LUA0+       20130101003950100000005000 0000100430002541   
0601LUA0+       20130101003955100000005000 0000100570002541   
0601LUA0+       20130101003960100000005000 0000100750002543   
0601LUA0+       20130101003965100000005000 0000100890002543   
0601LUA0+       20130101003970100000005000 0000101030002543   
0601LUA0+       20130101003975100000005000 0000101200002544   
0601LUA0+       20130101003980100000005000 0000101350002545   
0601LUA0+       20130101003985100000005000 0000101490002545   
0601LUA0+       20130101003990100000005000 0000101660002546   
0601LUA0+       20130101003995100000005000 0000101800002547   
0601LUA0+       20130101004000100002000000 0000000000002651   
0601LUA0+       20130101006000100002000000 0000000000002769   
0601LUA0+       20130101008000100002000000 0000000000002805   
0601LUA0 GD     20130101000000100009999900 0000000000000450   
0601LUB0d       20130101000000100000120000 0000000040000033   
0601LUB0d       20130101000120100000005000 0000000040000033   
0601LUB0d       20130101000125100000005000 0000000040000031   
0601LUB0d       20130101000130100000005000 0000000040000030   
0601LUB0d       20130101000135100000005000 0000000040000029   
0601LUB0d       20130101000140100000005000 0000000040000028   
0601LUB0d       20130101000145100000005000 0000000040000027   
0601LUB0d       20130101000150100000005000 0000000040000026   
0601LUB0d       20130101000155100000005000 0000000040000025   
0601LUB0d       20130101000160100000005000 0000000040000025   
0601LUB0d       20130101000165100000005000 0000000040000024   
0601LUB0d       20130101000170100000005000 0000000040000023   
0601LUB0d       20130101000175100000005000 0000000040000023   
0601LUB0d       20130101000180100000005000 0000000040000022   
0601LUB0d       20130101000185100000005000 0000000040000021   
0601LUB0d       20130101000190100000005000 0000000040000021   
0601LUB0d       20130101000195100000005000 0000000040000020   
0601LUB0d       20130101000200100000005000 0000000040000020   
0601LUB0d       20130101000205100000005000 0000000040000019   
0601LUB0d       20130101000210100000005000 0000000040000019   
0601LUB0d       20130101000215100000005000 0000000040000018   
0601LUB0d       20130101000220100000005000 0000000040000018   
0601LUB0d       20130101000225100000005000 0000000040000018   
0601LUB0d       20130101000230100000005000 0000000040000017   
0601LUB0d       20130101000235100000005000 0000000040000017   
0601LUB0d       20130101000240100000005000 0000000040000016   
0601LUB0d       20130101000245100000005000 0000000040000016   
0601LUB0d       20130101000250100000005000 0000000040000016   
0601LUB0d       20130101000255100000005000 0000000050000019   
0601LUB0d       20130101000260100000005000 0000000060000023   
0601LUB0d       20130101000265100000005000 0000000060000022   
0601LUB0d       20130101000270100000005000 0000000070000026   
0601LUB0d       20130101000275100000005000 0000000080000029   
0601LUB0d       20130101000280100000005000 0000000080000028   
0601LUB0d       20130101000285100000005000 0000000090000031   
0601LUB0d       20130101000290100000005000 0000000100000034   
0601LUB0d       20130101000295100000005000 0000000120000040   
0601LUB0d       20130101000300100000005000 0000000140000046   
0601LUB0d       20130101000305100000005000 0000000170000055   
0601LUB0d       20130101000310100000005000 0000000210000067   
0601LUB0d       20130101000315100000005000 0000000250000079   
0601LUB0d       20130101000320100000005000 0000000290000090   
0601LUB0d       20130101000325100000005000 0000000330000101   
0601LUB0d       20130101000330100000005000 0000000380000114   
0601LUB0d       20130101000335100000005000 0000000420000124   
0601LUB0d       20130101000340100000005000 0000000470000137   
0601LUB0d       20130101000345100000005000 0000000520000150   
0601LUB0d       20130101000350100000005000 0000000570000162   
0601LUB0d       20130101000355100000005000 0000000610000171   
0601LUB0d       20130101000360100000005000 0000000660000182   
0601LUB0d       20130101000365100000005000 0000000710000193   
0601LUB0d       20130101000370100000005000 0000000760000204   
0601LUB0d       20130101000375100000005000 0000000820000217   
0601LUB0d       20130101000380100000005000 0000000880000230   
0601LUB0d       20130101000385100000005000 0000000950000245   
0601LUB0d       20130101000390100000005000 0000001020000260   
0601LUB0d       20130101000395100000005000 0000001090000274   
0601LUB0d       20130101000400100000005000 0000001160000288   
0601LUB0d       20130101000405100000005000 0000001220000299   
0601LUB0d       20130101000410100000005000 0000001280000310   
